Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       1             async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::schedule(async::detail::task_base*, async::detail::ref_count_ptr<async::detail::task_base>) <cycle 2> [414]
                0.00    0.00       1             async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::run(async::detail::task_base*) <cycle 2> [412]
                0.00    0.00       1             async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>::operator()(async::detail::task_base*) <cycle 2> [381]
                0.00    0.00       1             async::detail::func_holder<async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, void>::destroy_func() <cycle 2> [327]
                0.00    0.00       1             async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>::~continuation_exec_func() <cycle 2> [380]
                0.00    0.00       1             async::detail::func_base<async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, void>::~func_base() <cycle 2> [393]
                0.00    0.00       1             async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::run(async::detail::task_base*) <cycle 2> [407]
                0.00    0.00       1             async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>::operator()(async::detail::task_base*) <cycle 2> [378]
                0.00    0.00       1             async::detail::func_holder<async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, void>::destroy_func() <cycle 2> [325]
                0.00    0.00       1             async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>::~continuation_exec_func() <cycle 2> [377]
                0.00    0.00       1             async::detail::func_base<async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, void>::~func_base() <cycle 2> [396]
                0.00    0.00       1             async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::schedule(async::detail::task_base*, async::detail::ref_count_ptr<async::detail::task_base>) <cycle 2> [409]
-----------------------------------------------
                0.00    0.00      28/8285        async::detail::ref_count_base<async::detail::task_base, async::detail::task_base_deleter>::add_ref_unlocked() [55]
                0.00    0.00    8257/8285        async::detail::ref_count_base<async::detail::task_base, async::detail::task_base_deleter>::is_unique_ref(std::memory_order) [11]
[10]     0.0    0.00    0.00    8285         std::operator&(std::memory_order, std::__memory_order_modifier) [10]
-----------------------------------------------
                0.00    0.00       1/8258        async::local_task<async::threadpool_scheduler, void async::detail::parallel_invoke_internal<0ul, 2ul>::run<async::threadpool_scheduler, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> >(async::threadpool_scheduler&, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> const&)::{lambda()#1}>::~local_task() [280]
                0.00    0.00     861/8258        async::local_task<async::threadpool_scheduler, int async::detail::internal_parallel_map_reduce<async::threadpool_scheduler, async::detail::auto_partitioner_impl<int const*>, int, async::detail::default_map, main::{lambda(int, int)#8}>(async::threadpool_scheduler&, async::detail::auto_partitioner_impl<int const*>, main::{lambda(int, int)#8}, async::detail::default_map const&, main::{lambda(int, int)#8} const&)::{lambda()#1}>::~local_task() [187]
                0.00    0.00    7396/8258        async::local_task<async::threadpool_scheduler, void async::detail::internal_parallel_for<async::threadpool_scheduler, async::detail::auto_partitioner_impl<async::int_range<int>::iterator>, main::{lambda(int)#7}>(async::threadpool_scheduler&, async::detail::auto_partitioner_impl<async::int_range<int>::iterator>, main::{lambda(int)#7} const&)::{lambda()#1}>::~local_task() [183]
[11]     0.0    0.00    0.00    8258         async::detail::ref_count_base<async::detail::task_base, async::detail::task_base_deleter>::is_unique_ref(std::memory_order) [11]
                0.00    0.00    8257/8285        std::operator&(std::memory_order, std::__memory_order_modifier) [10]
-----------------------------------------------
                0.00    0.00    8250/8250        std::this_thread::yield() [13]
[12]     0.0    0.00    0.00    8250         __gthread_yield() [12]
-----------------------------------------------
                0.00    0.00     858/8250        async::local_task<async::threadpool_scheduler, int async::detail::internal_parallel_map_reduce<async::threadpool_scheduler, async::detail::auto_partitioner_impl<int const*>, int, async::detail::default_map, main::{lambda(int, int)#8}>(async::threadpool_scheduler&, async::detail::auto_partitioner_impl<int const*>, main::{lambda(int, int)#8}, async::detail::default_map const&, main::{lambda(int, int)#8} const&)::{lambda()#1}>::~local_task() [187]
                0.00    0.00    7392/8250        async::local_task<async::threadpool_scheduler, void async::detail::internal_parallel_for<async::threadpool_scheduler, async::detail::auto_partitioner_impl<async::int_range<int>::iterator>, main::{lambda(int)#7}>(async::threadpool_scheduler&, async::detail::auto_partitioner_impl<async::int_range<int>::iterator>, main::{lambda(int)#7} const&)::{lambda()#1}>::~local_task() [183]
[13]     0.0    0.00    0.00    8250         std::this_thread::yield() [13]
                0.00    0.00    8250/8250        __gthread_yield() [12]
-----------------------------------------------
                                  11             async::detail::basic_task<int>::~basic_task() <cycle 1> [69]
                                  14             async::detail::basic_task<void>::~basic_task() <cycle 1> [53]
                0.00    0.00       1/99          _ZN5async10local_taskINS_20threadpool_schedulerEZNS_6detail24parallel_invoke_internalILm0ELm2EE3runIS1_St5tupleIJOZ4mainEUlvE3_OZ4mainEUlvE4_EEEEvRT_RKT0_EUlvE_EC1ERS1_OSH_ [279]
                0.00    0.00       1/99          async::task<int>::get() [299]
                0.00    0.00       1/99          async::task<void>::get() [304]
                0.00    0.00       1/99          async::detail::basic_event<std::tuple<async::task<void>, async::task<int> > >::get_task() [316]
                0.00    0.00       1/99          async::detail::basic_event<std::tuple<async::task<void>, async::task<int> > >::~basic_event() [318]
                0.00    0.00       2/99          async::task<async::detail::remove_task<std::result_of<std::decay<main::{lambda()#1}>::type ()>::type>::type> async::spawn<async::threadpool_scheduler, main::{lambda()#1}>(async::threadpool_scheduler&, std::decay&&) [309]
                0.00    0.00       2/99          async::task<async::detail::remove_task<std::result_of<std::decay<main::{lambda()#2}>::type ()>::type>::type> async::spawn<async::threadpool_scheduler, main::{lambda()#2}>(async::threadpool_scheduler&, std::decay&&) [308]
                0.00    0.00       2/99          async::detail::continuation_traits<async::task<int>, main::{lambda(int)#3}>::task_type async::detail::basic_task<int>::then_internal<async::threadpool_scheduler, main::{lambda(int)#3}, async::task<int> >(async::threadpool_scheduler&, async::task<int>&&, async::detail::continuation_traits&&) const [440]
                0.00    0.00       2/99          async::detail::continuation_traits<async::task<std::tuple<async::task<void>, async::task<int> > >, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}>::task_type async::detail::basic_task<std::tuple<async::task<void>, async::task<int> > >::then_internal<async::threadpool_scheduler, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, async::task<std::tuple<async::task<void>, async::task<int> > > >(async::threadpool_scheduler&, async::task<std::tuple<async::task<void>, async::task<int> > >&&, async::detail::continuation_traits&&) const [437]
                0.00    0.00       2/99          async::detail::basic_task<std::tuple<async::task<void>, async::task<int> > >::~basic_task() [219]
                0.00    0.00       2/99          async::detail::continuation_traits<async::task<void>, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > > >::task_type async::detail::basic_task<void>::then_internal<async::detail::inline_scheduler_impl, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, async::task<void> >(async::detail::inline_scheduler_impl&, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<void>&&) const [442]
                0.00    0.00       2/99          void async::detail::task_base::run_continuation<async::threadpool_scheduler>(async::threadpool_scheduler&, async::detail::ref_count_ptr<async::detail::task_base>&&) [244]
                0.00    0.00       2/99          async::detail::continuation_traits<async::task<int>, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > > >::task_type async::detail::basic_task<int>::then_internal<async::detail::inline_scheduler_impl, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, async::task<int> >(async::detail::inline_scheduler_impl&, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<int>&&) const [439]
                0.00    0.00       2/99          void async::detail::task_base::run_continuation<async::detail::inline_scheduler_impl>(async::detail::inline_scheduler_impl&, async::detail::ref_count_ptr<async::detail::task_base>&&) <cycle 2> [243]
                0.00    0.00       2/99          void async::detail::schedule_task<async::detail::inline_scheduler_impl>(async::detail::inline_scheduler_impl&, async::detail::ref_count_ptr<async::detail::task_base>) <cycle 2> [229]
                0.00    0.00       3/99          _ZN5async10local_taskINS_20threadpool_schedulerEZNS_6detail28internal_parallel_map_reduceIS1_NS2_21auto_partitioner_implIPKiEEiNS2_11default_mapEZ4mainEUliiE6_EET1_RT_T0_SA_RKT2_RKT3_EUlvE_EC1ERS1_OSK_ [186]
                0.00    0.00       4/99          _ZN5async10local_taskINS_20threadpool_schedulerEZNS_6detail21internal_parallel_forIS1_NS2_21auto_partitioner_implINS_9int_rangeIiE8iteratorEEEZ4mainEUliE5_EEvRT_T0_RKT1_EUlvE_EC1ERS1_OSG_ [144]
                0.00    0.00       9/99          async::detail::task_base::run_continuations()::{lambda(async::detail::ref_count_ptr<async::detail::task_base>)#1}::operator()(async::detail::ref_count_ptr<async::detail::task_base>) const <cycle 2> [86]
                0.00    0.00       9/99          void async::detail::continuation_vector::flush_and_lock<async::detail::task_base::run_continuations()::{lambda(async::detail::ref_count_ptr<async::detail::task_base>)#1}>(async::detail::task_base::run_continuations()::{lambda(async::detail::ref_count_ptr<async::detail::task_base>)#1}&&) <cycle 2> [41]
                0.00    0.00      12/99          void async::detail::schedule_task<async::threadpool_scheduler>(async::threadpool_scheduler&, async::detail::ref_count_ptr<async::detail::task_base>) [62]
                0.00    0.00      14/99          async::task_run_handle::~task_run_handle() [51]
[14]     0.0    0.00    0.00     101         async::detail::ref_count_ptr<async::detail::task_base>::~ref_count_ptr() <cycle 1> [14]
                                   8             async::detail::ref_count_base<async::detail::task_base, async::detail::task_base_deleter>::remove_ref(unsigned long) <cycle 1> [76]
-----------------------------------------------
                0.00    0.00      30/84          std::atomic<async::detail::compressed_ptr<3ul, true> >::store(async::detail::compressed_ptr<3ul, true>, std::memory_order) [49]
                0.00    0.00      54/84          std::atomic<async::detail::compressed_ptr<3ul, true> >::compare_exchange_weak(async::detail::compressed_ptr<3ul, true>&, async::detail::compressed_ptr<3ul, true>, std::memory_order, std::memory_order) [35]
[15]     0.0    0.00    0.00      84         async::detail::compressed_ptr<3ul, true>* std::__addressof<async::detail::compressed_ptr<3ul, true> >(async::detail::compressed_ptr<3ul, true>&) [15]
-----------------------------------------------
                0.00    0.00      78/78          std::atomic<async::detail::task_state>::load(std::memory_order) const [18]
[16]     0.0    0.00    0.00      78         async::detail::task_state const* std::__addressof<async::detail::task_state const>(async::detail::task_state const&) [16]
-----------------------------------------------
                0.00    0.00       8/64          async::detail::continuation_vector::try_add(async::detail::ref_count_ptr<async::detail::task_base>&&) [157]
                0.00    0.00      28/64          async::detail::continuation_vector::~continuation_vector() [56]
                0.00    0.00      28/64          void async::detail::continuation_vector::flush_and_lock<async::detail::task_base::run_continuations()::{lambda(async::detail::ref_count_ptr<async::detail::task_base>)#1}>(async::detail::task_base::run_continuations()::{lambda(async::detail::ref_count_ptr<async::detail::task_base>)#1}&&) <cycle 2> [41]
[17]     0.0    0.00    0.00      64         async::detail::compressed_ptr<3ul, true>::get_flags() const [17]
-----------------------------------------------
                0.00    0.00       1/62          async::detail::task_func<async::threadpool_scheduler, async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, main::{lambda()#1}, false>, async::detail::fake_void>::~task_func() [419]
                0.00    0.00       1/62          async::detail::task_func<async::threadpool_scheduler, async::detail::root_exec_func<async::threadpool_scheduler, int, main::{lambda()#2}, false>, int>::~task_func() [424]
                0.00    0.00       1/62          async::detail::task_func<async::threadpool_scheduler, async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, void async::detail::parallel_invoke_internal<0ul, 2ul>::run<async::threadpool_scheduler, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> >(async::threadpool_scheduler&, std::tuple<main::{lambda()#5}&&, main::{lambda()#6}&&> const&)::{lambda()#1}, false>, async::detail::fake_void>::~task_func() [421]
                0.00    0.00       1/62          async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<int>, int, main::{lambda(int)#3}, std::integral_constant<bool, true>, false>, int>::~task_func() [432]
                0.00    0.00       1/62          async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<int>, int, main::{lambda(int)#3}, std::integral_constant<bool, true>, false>::operator()(async::detail::task_base*) [387]
                0.00    0.00       1/62          async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>, async::detail::fake_void>::~task_func() [428]
                0.00    0.00       1/62          async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>::operator()(async::detail::task_base*) [384]
                0.00    0.00       1/62          async::detail::task_base::ready() const [446]
                0.00    0.00       1/62          async::detail::task_result_holder<std::tuple<async::task<void>, async::task<int> > >::~task_result_holder() <cycle 1> [371]
                0.00    0.00       1/62          async::detail::task_result<std::tuple<async::task<void>, async::task<int> > >::~task_result() <cycle 1> [335]
                0.00    0.00       1/62          async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::~task_func() [416]
                0.00    0.00       1/62          async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::~task_func() [411]
                0.00    0.00       2/62          void async::detail::task_base::add_continuation<async::threadpool_scheduler>(async::threadpool_scheduler&, async::detail::ref_count_ptr<async::detail::task_base>) [242]
                0.00    0.00       2/62          void async::detail::task_base::add_continuation<async::detail::inline_scheduler_impl>(async::detail::inline_scheduler_impl&, async::detail::ref_count_ptr<async::detail::task_base>) [241]
                0.00    0.00       3/62          async::detail::task_func<async::threadpool_scheduler, async::detail::root_exec_func<async::threadpool_scheduler, async::detail::fake_void, void async::detail::internal_parallel_for<async::threadpool_scheduler, async::detail::auto_partitioner_impl<async::int_range<int>::iterator>, main::{lambda(int)#7}>(async::threadpool_scheduler&, async::detail::auto_partitioner_impl<async::int_range<int>::iterator>, main::{lambda(int)#7} const&)::{lambda()#1}, false>, async::detail::fake_void>::~task_func() [198]
                0.00    0.00       3/62          async::detail::task_func<async::threadpool_scheduler, async::detail::root_exec_func<async::threadpool_scheduler, int, int async::detail::internal_parallel_map_reduce<async::threadpool_scheduler, async::detail::auto_partitioner_impl<int const*>, int, async::detail::default_map, main::{lambda(int, int)#8}>(async::threadpool_scheduler&, async::detail::auto_partitioner_impl<int const*>, main::{lambda(int, int)#8}, async::detail::default_map const&, main::{lambda(int, int)#8} const&)::{lambda()#1}, false>, int>::~task_func() [200]
                0.00    0.00       5/62          async::detail::task_result<int>::~task_result() [138]
                0.00    0.00       5/62          async::detail::task_result_holder<int>::~task_result_holder() [142]
                0.00    0.00       8/62          async::detail::task_result<async::detail::fake_void>::~task_result() [88]
                0.00    0.00      22/62          async::detail::task_base::wait() [44]
[18]     0.0    0.00    0.00      62         std::atomic<async::detail::task_state>::load(std::memory_order) const [18]
                0.00    0.00      78/78          async::detail::task_state const* std::__addressof<async::detail::task_state const>(async::detail::task_state const&) [16]
-----------------------------------------------
                0.00    0.00       1/58          async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<int>, int, main::{lambda(int)#3}, std::integral_constant<bool, true>, false>, int>::schedule(async::detail::task_base*, async::detail::ref_count_ptr<async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<int>, int, main::{lambda(int)#3}, std::integral_constant<bool, true>, false>, int> >) [430]
                0.00    0.00       1/58          async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>, async::detail::fake_void>::schedule(async::detail::task_base*, async::detail::ref_count_ptr<async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>, async::detail::fake_void> >) [426]
                0.00    0.00       1/58          async::task<int>::get() [299]
                0.00    0.00       1/58          async::task<void>::get() [304]
                0.00    0.00       1/58          void async::detail::set_internal_task<async::task<std::tuple<async::task<void>, async::task<int> > > >(async::task<std::tuple<async::task<void>, async::task<int> > >&, async::detail::ref_count_ptr<async::detail::task_base>) [364]
                0.00    0.00       1/58          async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::schedule(async::detail::task_base*, async::detail::ref_count_ptr<async::detail::task_base>) <cycle 2> [414]
                0.00    0.00       1/58          async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<int>, async::detail::fake_void, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::schedule(async::detail::task_base*, async::detail::ref_count_ptr<async::detail::task_base>) <cycle 2> [409]
                0.00    0.00       2/58          void async::detail::set_internal_task<async::task<int> >(async::task<int>&, async::detail::ref_count_ptr<async::detail::task_base>) [233]
                0.00    0.00       2/58          void async::detail::task_base::add_continuation<async::threadpool_scheduler>(async::threadpool_scheduler&, async::detail::ref_count_ptr<async::detail::task_base>) [242]
                0.00    0.00       2/58          void async::detail::task_base::run_continuation<async::threadpool_scheduler>(async::threadpool_scheduler&, async::detail::ref_count_ptr<async::detail::task_base>&&) [244]
                0.00    0.00       2/58          void async::detail::task_base::add_continuation<async::detail::inline_scheduler_impl>(async::detail::inline_scheduler_impl&, async::detail::ref_count_ptr<async::detail::task_base>) [241]
                0.00    0.00       2/58          void async::detail::task_base::run_continuation<async::detail::inline_scheduler_impl>(async::detail::inline_scheduler_impl&, async::detail::ref_count_ptr<async::detail::task_base>&&) <cycle 2> [243]
                0.00    0.00       2/58          void async::detail::schedule_task<async::detail::inline_scheduler_impl>(async::detail::inline_scheduler_impl&, async::detail::ref_count_ptr<async::detail::task_base>) <cycle 2> [229]
                0.00    0.00       4/58          void async::detail::set_internal_task<async::task<void> >(async::task<void>&, async::detail::ref_count_ptr<async::detail::task_base>) [156]
                0.00    0.00       9/58          async::detail::task_base::run_continuations()::{lambda(async::detail::ref_count_ptr<async::detail::task_base>)#1}::operator()(async::detail::ref_count_ptr<async::detail::task_base>) const <cycle 2> [86]
                0.00    0.00      12/58          void async::detail::schedule_task<async::threadpool_scheduler>(async::threadpool_scheduler&, async::detail::ref_count_ptr<async::detail::task_base>) [62]
                0.00    0.00      14/58          async::task_run_handle::task_run_handle(async::detail::ref_count_ptr<async::detail::task_base>) [50]
[19]     0.0    0.00    0.00      58         std::remove_reference<async::detail::ref_count_ptr<async::detail::task_base>&>::type&& std::move<async::detail::ref_count_ptr<async::detail::task_base>&>(async::detail::ref_count_ptr<async::detail::task_base>&) [19]
-----------------------------------------------
                0.00    0.00       1/53          async::detail::basic_task<std::tuple<async::task<void>, async::task<int> > >::basic_task(async::detail::basic_task<std::tuple<async::task<void>, async::task<int> > >&&) [312]
                0.00    0.00       1/53          async::task<int>::get() [299]
                0.00    0.00       1/53          async::task<void>::get() [304]
                0.00    0.00       2/53          void async::detail::task_base::run_continuation<async::threadpool_scheduler>(async::threadpool_scheduler&, async::detail::ref_count_ptr<async::detail::task_base>&&) [244]
                0.00    0.00       2/53          void async::detail::task_base::run_continuation<async::detail::inline_scheduler_impl>(async::detail::inline_scheduler_impl&, async::detail::ref_count_ptr<async::detail::task_base>&&) <cycle 2> [243]
                0.00    0.00       2/53          void async::detail::schedule_task<async::detail::inline_scheduler_impl>(async::detail::inline_scheduler_impl&, async::detail::ref_count_ptr<async::detail::task_base>) <cycle 2> [229]
                0.00    0.00       4/53          async::detail::basic_task<void>::basic_task(async::detail::basic_task<void>&&) [147]
                0.00    0.00       5/53          async::detail::basic_task<int>::basic_task(async::detail::basic_task<int>&&) [135]
                0.00    0.00       9/53          async::detail::task_base::run_continuations()::{lambda(async::detail::ref_count_ptr<async::detail::task_base>)#1}::operator()(async::detail::ref_count_ptr<async::detail::task_base>) const <cycle 2> [86]
                0.00    0.00      12/53          void async::detail::schedule_task<async::threadpool_scheduler>(async::threadpool_scheduler&, async::detail::ref_count_ptr<async::detail::task_base>) [62]
                0.00    0.00      14/53          async::task_run_handle::task_run_handle(async::detail::ref_count_ptr<async::detail::task_base>) [50]
[20]     0.0    0.00    0.00      53         async::detail::ref_count_ptr<async::detail::task_base>::ref_count_ptr(async::detail::ref_count_ptr<async::detail::task_base>&&) [20]
-----------------------------------------------
                0.00    0.00       1/39          async::detail::continuation_traits<async::task<int>, main::{lambda(int)#3}>::task_type async::detail::basic_task<int>::then_internal<async::threadpool_scheduler, main::{lambda(int)#3}, async::task<int> >(async::threadpool_scheduler&, async::task<int>&&, async::detail::continuation_traits&&) const [440]
                0.00    0.00       1/39          async::detail::continuation_traits<async::task<std::tuple<async::task<void>, async::task<int> > >, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}>::task_type async::detail::basic_task<std::tuple<async::task<void>, async::task<int> > >::then_internal<async::threadpool_scheduler, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, async::task<std::tuple<async::task<void>, async::task<int> > > >(async::threadpool_scheduler&, async::task<std::tuple<async::task<void>, async::task<int> > >&&, async::detail::continuation_traits&&) const [437]
                0.00    0.00       1/39          async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<int>, int, main::{lambda(int)#3}, std::integral_constant<bool, true>, false>, int>::schedule(async::detail::task_base*, async::detail::ref_count_ptr<async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<int>, int, main::{lambda(int)#3}, std::integral_constant<bool, true>, false>, int> >) [430]
                0.00    0.00       1/39          async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>, async::detail::fake_void>::schedule(async::detail::task_base*, async::detail::ref_count_ptr<async::detail::task_func<async::threadpool_scheduler, async::detail::continuation_exec_func<async::threadpool_scheduler, async::task<std::tuple<async::task<void>, async::task<int> > >, async::detail::fake_void, main::{lambda(std::tuple<async::task<void>, async::task<int> >)#4}, std::integral_constant<bool, true>, false>, async::detail::fake_void> >) [426]
                0.00    0.00       1/39          async::task<int>::get() [299]
                0.00    0.00       1/39          async::task<void>::get() [304]
                0.00    0.00       1/39          async::detail::basic_task<int>::internal_task_type* async::detail::get_internal_task<async::detail::basic_task<int> >(async::detail::basic_task<int> const&) [361]
                0.00    0.00       1/39          async::detail::basic_task<void>::internal_task_type* async::detail::get_internal_task<async::detail::basic_task<void> >(async::detail::basic_task<void> const&) [362]
                0.00    0.00       1/39          async::detail::continuation_traits<async::task<void>, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > > >::task_type async::detail::basic_task<void>::then_internal<async::detail::inline_scheduler_impl, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, async::task<void> >(async::detail::inline_scheduler_impl&, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<void>&&) const [442]
                0.00    0.00       1/39          async::detail::basic_event<std::tuple<async::task<void>, async::task<int> > >::internal_task_type* async::detail::get_internal_task<async::detail::basic_event<std::tuple<async::task<void>, async::task<int> > > >(async::detail::basic_event<std::tuple<async::task<void>, async::task<int> > > const&) [363]
                0.00    0.00       1/39          async::detail::continuation_traits<async::task<int>, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > > >::task_type async::detail::basic_task<int>::then_internal<async::detail::inline_scheduler_impl, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >, async::task<int> >(async::detail::inline_scheduler_impl&, async::detail::when_all_func_tuple<1ul, async::task<int>, std::tuple<async::task<void>, async::task<int> > >&&, async::task<int>&&) const [439]
                0.00    0.00       1/39          async::detail::task_func<async::detail::inline_scheduler_impl, async::detail::continuation_exec_func<async::detail::inline_scheduler_impl, async::task<void>, async::detail::fake_void, async::detail::when_all_func_tuple<0ul, async::task<void>, std::tuple<async::task<void>, async::task<int> > >, std::integral_constant<bool, false>, false>, async::detail::fake_void>::schedule(async::detail::task_base*, async::detail::ref_count_ptr<async::detail::task_base>) <cycle 2> [414]
